Key,English,Arabic (Reference),Category,Translation,Notes
terms.limitations,Liability Limitations,قيود المسؤولية,General,,
terms.noWarranty,We provide the service 'as is' without warranties,نوفر الخدمة 'كما هي' بدون ضمانات,General,,
terms.notLiableFor,We Are Not Responsible For:,لسنا مسؤولين عن:,General,,
terms.errors,Data Entry Errors,أخطاء في إدخال البيانات,General,,
terms.taxIssues,Tax Issues,مشاكل ضريبية,General,,
terms.legalIssues,Legal Issues,مشاكل قانونية,General,,
terms.financialLosses,Financial Losses,خسائر مالية,General,,
terms.businessFailure,Business Failure,فشل الأعمال,General,,
terms.dataLoss,Data Loss (Keep Backups!),فقدان البيانات (احتفظ بنسخ احتياطية!),General,,
terms.termination,Termination,الإنهاء,General,,
terms.terminationText,We may terminate your account for violating these terms. You can close your account at any time.,يمكننا إنهاء حسابك في حالة انتهاك هذه الشروط. يمكنك إغلاق حسابك في أي وقت.,General,,
terms.intellectualProperty,Intellectual Property,الملكية الفكرية,General,,
terms.ipText,All software rights remain with us. Your data remains yours.,تبقى جميع حقوق البرنامج لدينا. بياناتك تبقى ملكك.,General,,
terms.modifications,Modifications,التعديلات,General,,
terms.modificationsText,We reserve the right to modify the service or these terms. We will notify you of major changes.,نحتفظ بالحق في تعديل الخدمة أو هذه الشروط. سنخطرك بالتغييرات الرئيسية.,General,,
terms.governingLaw,Applicable Law,القانون المطبق,General,,
terms.lawText,"These terms are governed by the laws of Dubai, United Arab Emirates",تخضع هذه الشروط لقوانين دبي، الإمارات العربية المتحدة,General,,
terms.disputeResolution,Dispute Resolution,حل النزاعات,General,,
terms.disputeText,Any disputes are resolved through arbitration in Dubai,أي نزاعات تحل عبر التحكيم في دبي,General,,
terms.severability,Severability,قابلية الفصل,General,,
terms.severabilityText,"If any provision is unenforceable, the remaining provisions remain in effect",إذا كان أي بند غير قابل للتنفيذ، تبقى البنود الأخرى سارية,General,,
terms.entireAgreement,Complete Agreement,الاتفاقية الكاملة,General,,
terms.entireText,These terms constitute the entire agreement between us,هذه الشروط تشكل الاتفاقية الكاملة بيننا,General,,
terms.contactInfo,Contact Information,معلومات الاتصال,General,,
terms.questionsContact,For questions: legal@logandledger.com,للأسئلة: legal@logandledger.com,General,,
terms.pageNotFound,404 Page Not Found,404 الصفحة غير موجودة,General,,
terms.pageNotFoundDesc,Did you forget to add the page to the router?,هل نسيت إضافة الصفحة إلى الموجّه؟,General,,
examples.acmeCorporation,Acme Corporation,شركة أكمي,General,,
examples.globalTechLtd,Global Tech Ltd,جلوبال تك المحدودة,General,,
examples.startupInnovations,Startup Innovations,ابتكارات الشركات الناشئة,General,,
examples.consultingServices,Consulting Services,خدمات استشارية,General,,
examples.techSuppliersInc,Tech Suppliers Ltd,تك سبلايرز المحدودة,General,,
examples.officeEquipmentCo,Office Equipment Company,شركة معدات المكاتب,General,,
examples.softwareSolutionsLtd,Software Solutions Ltd,سوفت وير سوليوشنز المحدودة,General,,
examples.defectiveItems,Defective Items,عناصر معيبة,General,,
examples.priceAdjustment,Price Adjustment,تعديل السعر,General,,
examples.johnSmith,John Smith,جون سميث,General,,
examples.sarahJohnson,Sarah Johnson,سارة جونسون,General,,
examples.michaelChen,Michael Chen,مايكل تشين,General,,
examples.emilyDavis,Emily Davis,إيميلي ديفيس,General,,
examples.robertWilson,Robert Wilson,روبرت ويلسون,General,,
examples.salesManager,Sales Manager,مدير مبيعات,General,,
examples.purchaseManager,Purchasing Manager,مدير مشتريات,General,,
examples.fullSystemAccess,Full System Access,وصول كامل للنظام,General,,
examples.financialModulesAccess,Access to Financial Modules,الوصول إلى الوحدات المالية,General,,
examples.officeDepot,Office Depot,أوفيس ديبوت,General,,
examples.techCorpSolutions,Tech Corp Solutions,تك كورب سوليوشنز,General,,
examples.quarterlyConsulting,Quarterly Consultations,استشارات ربع سنوية,General,,
taxTypes.noTax,No Tax,بدون ضريبة,General,,
taxTypes.salesTax,Sales Tax,ضريبة المبيعات,General,,
taxTypes.corporateTax,Corporate Tax,ضريبة الشركات,General,,
taxTypes.withholdingTax,Withholding Tax,ضريبة الاستقطاع,General,,
taxTypes.vatStandardRate,VAT Standard Rate,معدل ضريبة القيمة المضافة القياسي,General,,
taxTypes.vat15,VAT (15%),ضريبة القيمة المضافة (15%),General,,
taxTypes.salesTax8,Sales Tax (8%),ضريبة المبيعات (8%),General,,
taxTypes.gst10,GST (10%),ضريبة السلع والخدمات (10%),General,,
modules.salesModule,Sales Module,وحدة المبيعات,General,,
modules.purchaseModule,Purchase Module,وحدة المشتريات,General,,
modules.bankingModule,Banking Module,وحدة البنوك,General,,
modules.reportsModule,Reports Module,وحدة التقارير,Report,,
modules.settingsModule,Settings Module,وحدة الإعدادات,General,,
modules.inventoryModule,Inventory Module,وحدة المخزون,General,,
modules.accountsModule,Accounts Module,وحدة الحسابات,Accounting,,
consentDialog.title,User Consent Required,موافقة المستخدم مطلوبة,General,,
consentDialog.softwareToolOnly,Accounting Software Tool Only,أداة برمجية محاسبية فقط,General,,
consentDialog.notSubstitute,Not a substitute for a certified professional accountant,ليست بديلاً عن محاسب محترف معتمد,General,,
consentDialog.byAccepting,"By accepting, you acknowledge that:",بالقبول، فإنك تقر بأن:,General,,
consentDialog.toolNotAdvice,"This is a software tool, not professional accounting advice",هذه أداة برمجية، وليست نصيحة محاسبية محترفة,General,,
consentDialog.responsibleForData,You are solely responsible for the accuracy of your data,أنت مسؤول وحدك عن دقة بياناتك,General,,
consentDialog.consultAccountant,You should consult a certified accountant for important matters,يجب عليك استشارة محاسب معتمد للأمور المهمة,General,,
consentDialog.limitedLiability,We have limited liability as outlined in the terms,لدينا مسؤولية محدودة كما هو موضح في الشروط,General,,
consentDialog.agreeToPrivacy,You agree to the privacy policy and data handling practices,توافق على سياسة الخصوصية وممارسات التعامل مع البيانات,General,,
consentDialog.iUnderstand,I Understand and Agree,أفهم وأوافق,General,,
consentDialog.checkAllBoxes,Please check all boxes to continue,يرجى تحديد جميع المربعات للمتابعة,General,,
statuses.received,Received,مستلم,General,,
statuses.cleared,Cleared,مقاص,General,,
statuses.bounced,Bounced,مرتجع,General,,
statuses.inStock,In Stock,متوفر,General,,
statuses.lowStock,Low Stock,مخزون منخفض,General,,
statuses.critical,Critical,حرج,General,,
statuses.outOfStock,Out of Stock,نفذ من المخزون,General,,
statuses.service,Service,خدمة,General,,
toast.titles.Contact created,Contact created,تم إنشاء جهة الاتصال,Message,,
toast.titles.Contact updated,Contact updated,تم تحديث جهة الاتصال,Message,,
toast.titles.Contact deleted,Contact deleted,تم حذف جهة الاتصال,Message,,
toast.titles.Item created,Item created,تم إنشاء العنصر,Message,,
toast.titles.Item updated,Item updated,تم تحديث العنصر,Message,,
toast.titles.Item deleted,Item deleted,تم حذف العنصر,Message,,
toast.titles.Account created,Account created,تم إنشاء الحساب,Message,,
toast.titles.Account updated,Account updated,تم تحديث الحساب,Message,,
toast.titles.Account deleted,Account deleted,تم حذف الحساب,Message,,
toast.titles.Invoice deleted,Invoice deleted,تم حذف الفاتورة,Message,,
toast.titles.Invoice duplicated,Invoice duplicated,تم تكرار الفاتورة,Message,,
toast.titles.Invoice sent,Invoice sent,تم إرسال الفاتورة,Message,,
toast.titles.Payment deleted,Payment deleted,تم حذف الدفعة,Message,,
toast.titles.Payment retried,Payment retried,تمت إعادة محاولة الدفع,Message,,
toast.titles.Payment cancelled,Payment cancelled,تم إلغاء الدفعة,Message,,
toast.titles.Remittance sent,Remittance sent,تم إرسال الحوالة,Message,,
toast.titles.Receipt deleted,Receipt deleted,تم حذف الإيصال,Message,,
toast.titles.Receipt applied,Receipt applied,تم تطبيق الإيصال,Message,,
toast.titles.Receipt sent,Receipt sent,تم إرسال الإيصال,Message,,
toast.titles.Refund initiated,Refund initiated,تم بدء الاسترداد,Message,,
toast.titles.Bill duplicated,Bill duplicated,تم تكرار الفاتورة,Message,,
toast.titles.Transaction matched,Transaction matched,تم مطابقة المعاملة,UI-Button,,
toast.titles.Reconciliation completed,Reconciliation completed,تمت المطابقة بنجاح,Message,,
toast.titles.Expense created,Expense created,تم إنشاء المصروف,Message,,
toast.titles.Expense approved,Expense approved,تمت الموافقة على المصروف,Message,,
toast.titles.Expense rejected,Expense rejected,تم رفض المصروف,Message,,
toast.titles.Reimbursement processed,Reimbursement processed,تمت معالجة التعويض,Message,,
toast.titles.Receipt uploaded,Receipt uploaded,تم رفع الإيصال,Message,,
toast.titles.Order created,Order created,تم إنشاء الطلب,Message,,
toast.titles.Order approved,Order approved,تمت الموافقة على الطلب,Message,,
toast.titles.Order sent,Order sent,تم إرسال الطلب,Message,,
toast.titles.Order shipped,Order shipped,تم شحن الطلب,Message,,
toast.titles.Order cancelled,Order cancelled,تم إلغاء الطلب,Message,,
toast.titles.Invoice created,Invoice created,تم إنشاء الفاتورة,Message,,
toast.titles.Quotation created,Quotation created,تم إنشاء عرض السعر,Message,,
toast.titles.Quote deleted,Quote deleted,تم حذف عرض السعر,Message,,
toast.titles.Quotation duplicated,Quotation duplicated,تم تكرار عرض السعر,Message,,
toast.titles.Quotation sent,Quotation sent,تم إرسال عرض السعر,Message,,
toast.titles.Debit applied,Debit applied,تم تطبيق الخصم,Message,,
toast.titles.Credit applied,Credit applied,تم تطبيق الرصيد,Message,,
toast.titles.Edit user,Edit user,تعديل المستخدم,Message,,
toast.titles.User deleted,User deleted,تم حذف المستخدم,Message,,
toast.titles.Password reset,Password reset,تم إعادة تعيين كلمة المرور,Message,,
toast.titles.Status updated,Status updated,تم تحديث الحالة,Message,,
toast.titles.Permissions saved,Permissions saved,تم حفظ الأذونات,Message,,
toast.titles.Error,Error,خطأ,Message,,
toast.descriptions.New contact has been added successfully.,New contact has been added successfully.,,Message,,
toast.descriptions.Contact information has been updated successfully.,Contact information has been updated successfully.,,Message,,
toast.descriptions.Contact has been removed successfully.,Contact has been removed successfully.,,Message,,
toast.descriptions.Failed to create contact,Failed to create contact,فشل في إنشاء جهة الاتصال,Message,,
toast.descriptions.Failed to update contact,Failed to update contact,فشل في تحديث جهة الاتصال,Message,,
toast.descriptions.Failed to delete contact,Failed to delete contact,فشل في حذف جهة الاتصال,Message,,
dialogs.Edit Contact,Edit Contact,تعديل جهة الاتصال,General,,
dialogs.Create New Contact,Create New Contact,إنشاء جهة اتصال جديدة,General,,
dialogs.Edit Item,Edit Item,تعديل الصنف,General,,
dialogs.Create New Item,Create New Item,إنشاء صنف جديد,General,,
dialogs.Edit Account,Edit Account,تعديل الحساب,General,,
dialogs.Create New Account,Create New Account,إنشاء حساب جديد,General,,
placeholders.Select type,Select type,اختر النوع,Placeholder,,
placeholders.Select currency,Select currency,اختر العملة,Placeholder,,
placeholders.Select terms,Select terms,اختر الشروط,Placeholder,,
placeholders.Select unit,Select unit,اختر الوحدة,Placeholder,,
placeholders.Select category,Select category,اختر الفئة,Placeholder,,
placeholders.Select account,Select account,اختر الحساب,Placeholder,,
placeholders.Select tax,Select tax,اختر الضريبة,Placeholder,,
placeholders.Select customer,Select customer,اختر العميل,Placeholder,,
placeholders.Select supplier,Select supplier,اختر المورد,Placeholder,,
placeholders.Select vendor,Select vendor,اختر المورد,Placeholder,,
placeholders.Select method,Select method,اختر الطريقة,Placeholder,,
placeholders.Select bill,Select bill,اختر الفاتورة,Placeholder,,
placeholders.Select invoice,Select invoice,اختر الفاتورة,Placeholder,,
placeholders.Select frequency,Select frequency,اختر التكرار,Placeholder,,
placeholders.Select period,Select period,اختر الفترة,Placeholder,,
placeholders.Service description,Service description,وصف الخدمة,Placeholder,,
placeholders.searchInvoices,searchInvoices,ابحث في الفواتير...,Placeholder,,
placeholders.searchOrders,searchOrders,ابحث عن الطلبات...,Placeholder,,
placeholders.searchQuotations,searchQuotations,ابحث عن عروض الأسعار...,Placeholder,,
placeholders.searchCreditNotes,searchCreditNotes,ابحث عن إشعارات الائتمان...,Placeholder,,
placeholders.searchDebitNotes,searchDebitNotes,ابحث في إشعارات المدين...,Placeholder,,
placeholders.searchBills,searchBills,ابحث في الفواتير الموردين...,Placeholder,,
placeholders.searchExpenses,searchExpenses,ابحث في المصروفات...,Placeholder,,
placeholders.searchPurchaseOrders,searchPurchaseOrders,ابحث في طلبات الشراء...,Placeholder,,
placeholders.searchPayments,searchPayments,ابحث في المدفوعات...,Placeholder,,
placeholders.searchReceipts,searchReceipts,ابحث في المقبوضات...,Placeholder,,
placeholders.searchRecurringInvoices,searchRecurringInvoices,ابحث عن الفواتير المتكررة...,Placeholder,,
placeholders.searchInventory,searchInventory,ابحث برمز SKU أو الاسم...,Placeholder,,
placeholders.enterTerms,enterTerms,أدخل الشروط والأحكام...,Placeholder,,
placeholders.additionalNotes,Additional notes...,ملاحظات إضافية...,Placeholder,,
placeholders.enterDescription,Enter description,أدخل الوصف,Placeholder,,
placeholders.selectInvoice,selectInvoice,اختر فاتورة,Placeholder,,
placeholders.enterReason,enterReason,أدخل السبب...,Placeholder,,
placeholders.enterTemplateName,enterTemplateName,أدخل اسم القالب...,Placeholder,,
placeholders.selectFrequency,selectFrequency,اختر التكرار,Placeholder,,
placeholders.contactCodeExample,CUST001,CUST001,Placeholder,,
placeholders.displayNameExample,Display name for invoices,الاسم المعروض على الفواتير,Placeholder,,
buttons.addAccount,Add Account,إضافة حساب,UI-Button,,
buttons.addItem,addItem,إضافة منتج,UI-Button,,
buttons.filter,filter,تصفية,UI-Button,,
buttons.search,search,بحث,UI-Button,,
buttons.viewDetails,viewDetails,عرض التفاصيل,UI-Button,,
buttons.cancel,Cancel,إلغاء,UI-Button,,
buttons.update,Update,تحديث,UI-Button,,
buttons.create,Create,إنشاء,UI-Button,,
buttons.edit,edit,تعديل,UI-Button,,
buttons.delete,delete,حذف,UI-Button,,
buttons.Add Contact,Add Contact,إضافة جهة اتصال,UI-Button,,
buttons.Add Item,Add Item,إضافة عنصر,UI-Button,,
buttons.Add Account,Add Account,إضافة حساب,UI-Button,,
buttons.Creating...,Creating...,,UI-Button,,
buttons.Create Payment,Create Payment,إنشاء دفعة,UI-Button,,
buttons.Create Bill,Create Bill,إنشاء فاتورة,UI-Button,,
buttons.Create Template,Create Template,إنشاء قالب,UI-Button,,
buttons.Create Expense,Create Expense,إنشاء مصروف,UI-Button,,
buttons.Create Order,Create Order,إنشاء طلب,UI-Button,,
buttons.Create Quotation,Create Quotation,إنشاء عرض سعر,UI-Button,,
buttons.Create Receipt,Create Receipt,إنشاء إيصال,UI-Button,,
buttons.Adding...,Adding...,,UI-Button,,
buttons.add,add,إضافة,UI-Button,,
buttons.save,save,حفظ,UI-Button,,
buttons.export,export,تصدير,UI-Button,,
buttons.import,import,استيراد,UI-Button,,
buttons.print,print,طباعة,UI-Button,,
buttons.download,download,تحميل,UI-Button,,
buttons.upload,upload,رفع,UI-Button,,
buttons.close,close,إغلاق,UI-Button,,
buttons.back,back,رجوع,UI-Button,,
buttons.next,next,التالي,UI-Button,,
buttons.previous,previous,السابق,UI-Button,,
buttons.submit,submit,إرسال,UI-Button,,
buttons.reset,reset,إعادة تعيين,UI-Button,,
buttons.clear,clear,مسح,UI-Button,,
buttons.selectAll,selectAll,تحديد الكل,UI-Button,,
buttons.deselectAll,deselectAll,إلغاء التحديد,UI-Button,,
buttons.switch,switch,تبديل,UI-Button,,
confirms.Are you sure you want to delete this contact?,Are you sure you want to delete this contact?,هل أنت متأكد من حذف جهة الاتصال هذه؟,General,,
confirms.Are you sure you want to delete this item?,Are you sure you want to delete this item?,هل أنت متأكد من حذف هذا الصنف؟,General,,
confirms.Are you sure you want to delete this account?,Are you sure you want to delete this account?,هل أنت متأكد من حذف هذا الحساب؟,Accounting,,
paymentMethods.Bank Transfer,Bank Transfer,تحويل بنكي,General,,
paymentMethods.Credit Card,Credit Card,بطاقة ائتمان,General,,
paymentMethods.Check,Check,شيك,General,,
paymentMethods.Cash,Cash,نقداً,General,,
paymentMethods.Online Payment,Online Payment,دفع إلكتروني,General,,
paymentMethods.Company Card,Company Card,بطاقة الشركة,General,,
paymentMethods.Personal Card,Personal Card,بطاقة شخصية,General,,
paymentMethods.Petty Cash,Petty Cash,النقدية الصغيرة,General,,
expenseCategories.Office Supplies,Office Supplies,لوازم مكتبية,General,,
expenseCategories.Travel,Travel,سفر,General,,
expenseCategories.Utilities,Utilities,مرافق,General,,
expenseCategories.Marketing,Marketing,تسويق,General,,
expenseCategories.Entertainment,Entertainment,ترفيه,General,,
orderStatus.Pending Approval,Pending Approval,بانتظار الموافقة,General,,
orderStatus.In Stock,In Stock,متوفر,General,,
orderStatus.Low Stock,Low Stock,مخزون منخفض,General,,
noteReasons.Defective items,Defective items,أصناف معيبة,General,,
noteReasons.Price adjustment,Price adjustment,تعديل السعر,General,,
noteReasons.Service cancellation,Service cancellation,إلغاء الخدمة,General,,
noteReasons.Quantity discrepancy,Quantity discrepancy,اختلاف الكمية,General,,
noteReasons.Duplicate billing,Duplicate billing,فواتير مكررة,General,,
noteReasons.Product return,Product return,إرجاع المنتج,General,,
noteReasons.Quality issues,Quality issues,مشاكل الجودة,General,,
mockData.Acme Corporation,Acme Corporation,شركة أكمي,General,,
mockData.TechCorp Solutions,TechCorp Solutions,حلول تك كورب,General,,
mockData.Innovation Industries,Innovation Industries,صناعات الابتكار,General,,
mockData.Manufacturing Plus,Manufacturing Plus,مانيوفاكتشرنغ بلس,General,,
mockData.Industrial Supplies,Industrial Supplies,الإمدادات الصناعية,General,,
mockData.John Smith,John Smith,جون سميث,General,,
mockData.Sarah Johnson,Sarah Johnson,سارة جونسون,General,,
mockData.Michael Chen,Michael Chen,مايكل تشن,General,,
mockData.Emily Davis,Emily Davis,إميلي ديفيس,General,,
mockData.Robert Wilson,Robert Wilson,روبرت ويلسون,General,,
mockData.Mike Wilson,Mike Wilson,مايك ويلسون,General,,
mockData.Sales Manager,Sales Manager,مدير المبيعات,General,,
mockData.Purchase Manager,Purchase Manager,مدير المشتريات,General,,
mockData.Widget Standard,Widget Standard,ودجت ستاندرد,General,,
mockData.Protective Case,Protective Case,حافظة واقية,General,,
mockData.Quarterly Consulting,Quarterly Consulting,استشارات ربع سنوية,General,,
mockData.Weekly Maintenance,Weekly Maintenance,صيانة أسبوعية,General,,
mockData.Bank Fees,Bank Fees,رسوم بنكية,General,,
mockData.Invoice Payment,Invoice Payment,دفعة فاتورة,General,,
mockData.OFFICE DEPOT,OFFICE DEPOT,مستودع المكتب,General,,
mockData.Service Charge,Service Charge,رسوم خدمة,General,,
mockData.Client Dinner,Client Dinner,عشاء العميل,General,,
mockData.State Tax,State Tax,ضريبة الولاية,General,,
mockData.County Tax,County Tax,ضريبة المقاطعة,General,,
mockData.City Tax,City Tax,ضريبة المدينة,General,,
mockData.New York,New York,نيويورك,General,,
mockData.United States,United States,الولايات المتحدة,General,,
mockData.United Kingdom,United Kingdom,المملكة المتحدة,General,,
currencyNames.US Dollar,US Dollar,الدولار الأمريكي,General,,
currencyNames.British Pound,British Pound,الجنيه الإسترليني,General,,
currencyNames.Japanese Yen,Japanese Yen,الين الياباني,General,,
currencyNames.Swiss Franc,Swiss Franc,الفرنك السويسري,General,,
currencyNames.Canadian Dollar,Canadian Dollar,الدولار الكندي,General,,
currencyNames.Australian Dollar,Australian Dollar,الدولار الأسترالي,General,,
currencyNames.UAE Dirham,UAE Dirham,درهم إماراتي,General,,
currencyNames.Saudi Riyal,Saudi Riyal,ريال سعودي,General,,
currencyNames.Egyptian Pound,Egyptian Pound,جنيه مصري,General,,
currencyNames.Syrian Pound,Syrian Pound,ليرة سورية,General,,
currencyNames.Lebanese Pound,Lebanese Pound,ليرة لبنانية,General,,
currencyNames.Iraqi Dinar,Iraqi Dinar,دينار عراقي,General,,
currencyNames.Jordanian Dinar,Jordanian Dinar,دينار أردني,General,,
currencyNames.Kuwaiti Dinar,Kuwaiti Dinar,دينار كويتي,General,,
currencyNames.Qatari Riyal,Qatari Riyal,ريال قطري,General,,
currencyNames.Bahraini Dinar,Bahraini Dinar,دينار بحريني,General,,
currencyNames.Omani Rial,Omani Rial,ريال عماني,General,,
currencyNames.Yemeni Rial,Yemeni Rial,ريال يمني,General,,
currencyNames.Moroccan Dirham,Moroccan Dirham,درهم مغربي,General,,
currencyNames.Algerian Dinar,Algerian Dinar,دينار جزائري,General,,
currencyNames.Tunisian Dinar,Tunisian Dinar,دينار تونسي,General,,
currencyNames.Libyan Dinar,Libyan Dinar,دينار ليبي,General,,
currencyNames.Sudanese Pound,Sudanese Pound,جنيه سوداني,General,,
currencyNames.Israeli Shekel,Israeli Shekel,شيكل إسرائيلي,General,,
currencyNames.Iranian Rial,Iranian Rial,ريال إيراني,General,,
currencyNames.Turkish Lira,Turkish Lira,ليرة تركية,General,,
currencyNames.Philippine Peso,Philippine Peso,بيزو فلبيني,General,,
currencyNames.Chinese Yuan,Chinese Yuan,يوان صيني,General,,
currencyNames.Indian Rupee,Indian Rupee,روبية هندية,General,,
currencyNames.Indonesian Rupiah,Indonesian Rupiah,روبية إندونيسية,General,,
currencyNames.Thai Baht,Thai Baht,بات تايلندي,General,,
currencyNames.Malaysian Ringgit,Malaysian Ringgit,رينغيت ماليزي,General,,
currencyNames.Singapore Dollar,Singapore Dollar,دولار سنغافوري,General,,
currencyNames.Vietnamese Dong,Vietnamese Dong,دونغ فيتنامي,General,,
currencyNames.Bangladeshi Taka,Bangladeshi Taka,تاكا بنغلاديشي,General,,
currencyNames.Pakistani Rupee,Pakistani Rupee,روبية باكستانية,General,,
currencyNames.Myanmar Kyat,Myanmar Kyat,كيات ميانماري,General,,
currencyNames.Cambodian Riel,Cambodian Riel,ريال كمبودي,General,,
currencyNames.Lao Kip,Lao Kip,كيب لاوسي,General,,
currencyNames.Nepalese Rupee,Nepalese Rupee,روبية نيبالية,General,,
currencyNames.Bhutanese Ngultrum,Bhutanese Ngultrum,نغولتروم بوتاني,General,,
currencyNames.Mongolian Tugrik,Mongolian Tugrik,توغريك منغولي,General,,
currencyNames.Kazakhstani Tenge,Kazakhstani Tenge,تنغي كازاخستاني,General,,
currencyNames.Uzbekistani Som,Uzbekistani Som,سوم أوزبكستاني,General,,
currencyNames.Tajikistani Somoni,Tajikistani Somoni,سوموني طاجيكستاني,General,,
currencyNames.Kyrgyzstani Som,Kyrgyzstani Som,سوم قيرغيزي,General,,
currencyNames.Turkmenistan Manat,Turkmenistan Manat,مانات تركماني,General,,
currencyNames.Afghan Afghani,Afghan Afghani,أفغاني,General,,
currencyNames.Norwegian Krone,Norwegian Krone,كرونة نرويجية,General,,
currencyNames.Swedish Krona,Swedish Krona,كرونة سويدية,General,,
currencyNames.Danish Krone,Danish Krone,كرونة دنماركية,General,,
currencyNames.Icelandic Krona,Icelandic Krona,كرونة آيسلندية,General,,
currencyNames.Polish Zloty,Polish Zloty,زلوتي بولندي,General,,
currencyNames.Czech Koruna,Czech Koruna,كورونا تشيكية,General,,
currencyNames.Hungarian Forint,Hungarian Forint,فورنت مجري,General,,
currencyNames.Romanian Leu,Romanian Leu,ليو روماني,General,,
currencyNames.Bulgarian Lev,Bulgarian Lev,ليف بلغاري,General,,
currencyNames.Croatian Kuna,Croatian Kuna,كونا كرواتية,General,,
currencyNames.Serbian Dinar,Serbian Dinar,دينار صربي,General,,
currencyNames.Macedonian Denar,Macedonian Denar,دينار مقدوني,General,,
currencyNames.Albanian Lek,Albanian Lek,ليك ألباني,General,,
currencyNames.Moldovan Leu,Moldovan Leu,ليو مولدوفي,General,,
currencyNames.Ukrainian Hryvnia,Ukrainian Hryvnia,هريفنا أوكرانية,General,,
currencyNames.Belarusian Ruble,Belarusian Ruble,روبل بيلاروسي,General,,
currencyNames.Russian Ruble,Russian Ruble,روبل روسي,General,,
currencyNames.Nigerian Naira,Nigerian Naira,نيرة نيجيرية,General,,
currencyNames.Ghanaian Cedi,Ghanaian Cedi,سيدي غاني,General,,
currencyNames.Kenyan Shilling,Kenyan Shilling,شلن كيني,General,,
currencyNames.Ugandan Shilling,Ugandan Shilling,شلن أوغندي,General,,
currencyNames.Tanzanian Shilling,Tanzanian Shilling,شلن تنزاني,General,,
currencyNames.Ethiopian Birr,Ethiopian Birr,بير إثيوبي,General,,
currencyNames.Rwandan Franc,Rwandan Franc,فرنك رواندي,General,,
currencyNames.Mozambican Metical,Mozambican Metical,متيكال موزمبيقي,General,,
currencyNames.Botswanan Pula,Botswanan Pula,بولا بوتسواني,General,,
currencyNames.Namibian Dollar,Namibian Dollar,دولار ناميبي,General,,
currencyNames.Swazi Lilangeni,Swazi Lilangeni,ليلانغيني سوازيلندي,General,,
currencyNames.Lesotho Loti,Lesotho Loti,لوتي ليسوتو,General,,
currencyNames.Mexican Peso,Mexican Peso,بيزو مكسيكي,General,,
currencyNames.Brazilian Real,Brazilian Real,ريال برازيلي,General,,
currencyNames.Argentine Peso,Argentine Peso,بيزو أرجنتيني,General,,
currencyNames.Chilean Peso,Chilean Peso,بيزو تشيلي,General,,
currencyNames.Colombian Peso,Colombian Peso,بيزو كولومبي,General,,
currencyNames.Peruvian Sol,Peruvian Sol,سول بيروفي,General,,
currencyNames.Uruguayan Peso,Uruguayan Peso,بيزو أوروغواياني,General,,
currencyNames.Paraguayan Guarani,Paraguayan Guarani,غواراني باراغواياني,General,,
currencyNames.Bolivian Boliviano,Bolivian Boliviano,بوليفيانو بوليفي,General,,
currencyNames.Guyanese Dollar,Guyanese Dollar,دولار غياني,General,,
currencyNames.Surinamese Dollar,Surinamese Dollar,دولار سورينامي,General,,
reportItems.Accounts Receivable,Accounts Receivable,الذمم المدينة,Report,,
reportItems.Prepaid Expenses,Prepaid Expenses,مصروفات مدفوعة مقدماً,Report,,
reportItems.Accumulated Depreciation,Accumulated Depreciation,الإهلاك المتراكم,Report,,
reportItems.Intangible Assets,Intangible Assets,الأصول غير الملموسة,Report,,
reportItems.Accounts Payable,Accounts Payable,الذمم الدائنة,Report,,
reportItems.Accrued Expenses,Accrued Expenses,مصروفات مستحقة,Report,,
reportItems.Common Stock,Common Stock,الأسهم العادية,Report,,
reportItems.Retained Earnings,Retained Earnings,الأرباح المحتجزة,Report,,
reportItems.Sales Revenue,Sales Revenue,إيرادات المبيعات,Report,,
reportItems.Service Revenue,Service Revenue,إيرادات الخدمات,Report,,
reportItems.Other Income,Other Income,إيرادات أخرى,Report,,
reportItems.Office Supplies,Office Supplies,لوازم مكتبية,Report,,
reportItems.Professional Fees,Professional Fees,أتعاب مهنية,Report,,
reportItems.Interest Expense,Interest Expense,مصروف الفوائد,Report,,
reportItems.Bank Charges,Bank Charges,رسوم بنكية,Report,,
reportItems.Direct Materials,Direct Materials,مواد مباشرة,Report,,
reportItems.Direct Labor,Direct Labor,عمالة مباشرة,Report,,
reportItems.Manufacturing Overhead,Manufacturing Overhead,نفقات التصنيع العامة,Report,,
reportItems.Income statement for,Income statement for,قائمة الدخل عن,Report,,
reportItems.Raw Materials,Raw Materials,مواد خام,Report,,
pageHeadings.chartOfAccounts,Chart of Accounts,دليل الحسابات,General,,
pageHeadings.chartOfAccountsDescription,Manage all your accounting accounts,إدارة جميع حسابات المحاسبة الخاصة بك,General,,
pageHeadings.account,Account,حساب,Accounting,,
pageHeadings.accounts,accounts,حسابات,Accounting,,
pageHeadings.items,items,المنتجات والخدمات,General,,
pageHeadings.itemsDescription,itemsDescription,إدارة منتجاتك وخدماتك,General,,
pageHeadings.item,item,منتج,General,,
pageHeadings.contact,contact,جهة اتصال,General,,
statistics.totalAccounts,totalAccounts,إجمالي الحسابات,General,,
statistics.assets,assets,الأصول,General,,
statistics.liabilities,liabilities,الخصوم,General,,
statistics.equity,equity,حقوق الملكية,General,,
statistics.totalItems,totalItems,إجمالي المنتجات,General,,
statistics.products,products,منتجات,General,,
statistics.services,services,خدمات,General,,
statistics.activeItems,activeItems,نشط,General,,
