Key,English,Arabic
"reports.tax.quarterlyPayments","Quarterly Payments","المدفوعات الربع سنوية"
"reports.tax.ratesBreakdown","Rates Breakdown","تفصيل المعدلات"
"reports.tax.recoverable","Recoverable","قابل للاسترداد"
"reports.tax.salesTax","Sales Tax","ضريبة المبيعات"
"reports.tax.salesTaxDetails","Sales Tax Details","تفاصيل ضريبة المبيعات"
"reports.tax.socialSecurity","Social Security","الضمان الاجتماعي"
"reports.tax.stateWithholding","State Withholding","استقطاع الولاية"
"reports.tax.statusFiled","Filed","مقدّم"
"reports.tax.statusOverdue","Overdue","متأخر"
"reports.tax.statusPaid","Paid","مدفوع"
"reports.tax.statusPending","Pending","قيد الانتظار"
"reports.tax.summary","Tax summary for","ملخص الضرائب لـ"
"reports.tax.taxAmount","Tax Amount","مبلغ الضريبة"
"reports.tax.taxCollected","Tax Collected","الضريبة المحصلة"
"reports.tax.taxPaid","Tax Paid","الضريبة المدفوعة"
"reports.tax.taxPeriod","Tax Period","الفترة الضريبية"
"reports.tax.taxRate","Tax Rate","نسبة الضريبة"
"reports.tax.taxableAmount","Taxable Amount","المبلغ الخاضع للضريبة"
"reports.tax.taxableIncome","Taxable Income","الدخل الخاضع للضريبة"
"reports.tax.taxablePurchases","Taxable Purchases","المشتريات الخاضعة للضريبة"
"reports.tax.taxableSales","Taxable Sales","المبيعات الخاضعة للضريبة"
"reports.tax.thisPeriod","This Period","هذه الفترة"
"reports.tax.title","Tax Reports","التقرير الضريبي"
"reports.tax.totalLiability","Total Liability","إجمالي الالتزام"
"reports.tax.totalPayrollTax","Total Payroll Tax","إجمالي ضريبة الرواتب"
"reports.tax.totalPurchases","Total Purchases","إجمالي المشتريات"
"reports.tax.totalSales","Total Sales","إجمالي المبيعات"
"reports.tax.totalSalesTax","Total Sales Tax","إجمالي ضريبة المبيعات"
"reports.tax.totalTax","Total Tax","إجمالي الضرائب"
"reports.tax.vatReturns","VAT Returns","إقرارات ضريبة القيمة المضافة"
"reports.thisMonth","This Month","هذا الشهر"
"reports.thisQuarter","This Quarter","هذا الربع"
"reports.thisYear","This Year","هذه السنة"
"reports.to","to","إلى"
"reports.total","Total","الإجمالي"
"reports.totalAssets","Total Assets","إجمالي الأصول"
"reports.totalCOGS","Total COGS","إجمالي تكلفة البضاعة المباعة"
"reports.totalCogs","Total COGS","إجمالي تكلفة البضاعة المباعة"
"reports.totalCurrentAssets","Total Current Assets","إجمالي الأصول المتداولة"
"reports.totalCurrentLiabilities","Total Current Liabilities","إجمالي الالتزامات المتداولة"
"reports.totalEquity","Total Equity","إجمالي حقوق الملكية"
"reports.totalLiabilities","Total Liabilities","إجمالي الالتزامات"
"reports.totalLiabilitiesAndEquity","Total Liabilities & Equity","إجمالي الالتزامات وحقوق الملكية"
"reports.totalNonCurrentAssets","Total Non-Current Assets","إجمالي الأصول غير المتداولة"
"reports.totalNonCurrentLiabilities","Total Non-Current Liabilities","إجمالي الالتزامات غير المتداولة"
"reports.totalOperatingExpenses","Total Operating Expenses","إجمالي المصروفات التشغيلية"
"reports.totalRevenue","Total Revenue","إجمالي الإيرادات"
"reports.trialBalance.accountCode","accountCode","رمز الحساب"
"reports.trialBalance.accountName","accountName","اسم الحساب"
"reports.trialBalance.credit","credit","دائن"
"reports.trialBalance.debit","debit","مدين"
"reports.trialBalance.description","description","ميزان المراجعة للحسابات"
"reports.trialBalance.title","title","ميزان المراجعة"
"reports.trialBalance.totalCredit","totalCredit","إجمالي الدائن"
"reports.trialBalance.totalDebit","totalDebit","إجمالي المدين"
"reports.vendor","Vendor","المورد"
"reports.warehouse","Warehouse","المستودع"
"reports.yearToDate","","من بداية السنة"
"roles.accountant","","محاسب"
"roles.admin","","مدير"
"roles.employee","","موظف"
"roles.manager","","مشرف"
"roles.owner","","المالك"
"roles.viewer","","مشاهد"
"sales.confirmed","confirmed","مؤكد"
"sales.creditNotes.addCreditNote","New Credit Note","إشعار ائتماني جديد"
"sales.creditNotes.adjustment","Adjustment","تعديل"
"sales.creditNotes.applied","Applied","مطبق"
"sales.creditNotes.appliedCredits","Applied Credits","الائتمانات المطبقة"
"sales.creditNotes.apply","Apply","تطبيق"
"sales.creditNotes.applyCreditNote","Apply Credit Note","تطبيق إشعار الدائن"
"sales.creditNotes.applyToInvoice","Apply to Invoice","تطبيق على الفاتورة"
"sales.creditNotes.confirmVoid","Are you sure you want to void this credit note?","هل أنت متأكد من إبطال إشعار الائتمان هذا؟"
"sales.creditNotes.createNewCreditNote","Create New Credit Note","إنشاء إشعار دائن جديد"
"sales.creditNotes.creditApplied","Credit applied","تم تطبيق الائتمان"
"sales.creditNotes.creditAppliedSuccess","Credit note applied to invoice","تم تطبيق إشعار الائتمان على الفاتورة بنجاح."
"sales.creditNotes.creditIssued","Credit issued","ائتمان صادر"
"sales.creditNotes.creditNote","Credit Note","إشعار دائن"
"sales.creditNotes.creditNoteApplyError","Failed to apply credit note","فشل في تطبيق إشعار الدائن"
"sales.creditNotes.creditNoteCreateError","Failed to create credit note","فشل في إنشاء إشعار الائتمان"
"sales.creditNotes.creditNoteCreatedSuccess","Credit note created","تم إنشاء إشعار الائتمان بنجاح."
"sales.creditNotes.creditNoteDate","Credit Note Date","تاريخ الإشعار"
"sales.creditNotes.creditNoteDeleteError","Failed to delete credit note","فشل في حذف إشعار الدائن"
"sales.creditNotes.creditNoteDeletedSuccess","Credit note deleted","تم حذف إشعار الدائن"
"sales.creditNotes.creditNoteDetails","Credit Note Details","تفاصيل إشعار الدائن"
"sales.creditNotes.creditNoteNumber","Credit Note #","رقم الإشعار"
"sales.creditNotes.creditNoteSent","Credit note sent","تم إرسال إشعار الائتمان"
"sales.creditNotes.creditNoteSentSuccess","Credit note sent to customer","تم إرسال إشعار الائتمان إلى العميل."
"sales.creditNotes.creditNoteUpdateError","Failed to update credit note","فشل في تحديث إشعار الدائن"
"sales.creditNotes.creditNoteUpdatedSuccess","Credit note updated","تم تحديث إشعار الدائن"
"sales.creditNotes.creditNoteVoided","Credit note voided","تم إبطال إشعار الائتمان"
"sales.creditNotes.creditNoteVoidedSuccess","The credit note has been voided","تم إبطال إشعار الائتمان بنجاح."
"sales.creditNotes.description","Manage credit notes and returns","إدارة إشعارات الائتمان والمرتجعات"
"sales.creditNotes.descriptionShort","Manage credit notes","إدارة الإشعارات الائتمانية"
"sales.creditNotes.editCreditNote","Edit Credit Note","تعديل إشعار دائن"
"sales.creditNotes.invoiceNumber","Invoice #","رقم الفاتورة"
"sales.creditNotes.issueDate","Issue Date","تاريخ الإصدار"
"sales.creditNotes.issued","Issued","صادر"
"sales.creditNotes.noCreditNotesFound","No credit notes found","لم يتم العثور على إشعارات ائتمان"
"sales.creditNotes.pendingCredits","Pending Credits","الائتمانات المعلقة"
"sales.creditNotes.reason","Reason","السبب"
"sales.creditNotes.refund","Refund","استرداد"
"sales.creditNotes.relatedInvoice","Related Invoice","الفاتورة المرتبطة"
"sales.creditNotes.returnGoods","Return Goods","إرجاع بضاعة"
"sales.creditNotes.title","Credit Notes","إشعارات الائتمان"
"sales.creditNotes.toBeApplied","To be applied","لتطبيقها"
"sales.creditNotes.toInvoices","To invoices","للفواتير"
"sales.creditNotes.totalAmount","Total Amount","المبلغ الإجمالي"
"sales.creditNotes.totalCreditNotes","Total Credit Notes","إجمالي الإشعارات"
"sales.creditNotes.voidCreditNote","Void Credit Note","إبطال الإشعار"
"sales.delivered","delivered","تم التسليم"
"sales.fulfilled","fulfilled","محقق"
"sales.invoices.addInvoice","New Invoice","فاتورة جديدة"
"sales.invoices.addItem","Add Item","إضافة بند"
"sales.invoices.allInvoices","All Invoices","جميع الفواتير"
"sales.invoices.cancelled","Cancelled","ملغاة"
"sales.invoices.collected","Collected","محصل"
"sales.invoices.confirmDelete","Are you sure you want to delete this invoice?","هل أنت متأكد من حذف هذه الفاتورة؟"
"sales.invoices.customer","Customer","العميل"
"sales.invoices.description","Create and manage customer invoices","إنشاء وإدارة فواتير العملاء"
"sales.invoices.descriptionShort","Manage customer invoices","إدارة فواتير العملاء"
"sales.invoices.discount","Discount","الخصم"
"sales.invoices.downloadPDF","Download PDF","تحميل PDF"
"sales.invoices.draft","Draft","مسودة"
"sales.invoices.draftSaved","Invoice draft saved","تم حفظ مسودة الفاتورة"
"sales.invoices.dueDate","Due Date","تاريخ الاستحقاق"
"sales.invoices.editInvoice","Edit Invoice","تعديل فاتورة"
"sales.invoices.emailQueued","Email queued for delivery","تم جدولة البريد الإلكتروني للإرسال"
"sales.invoices.invoiceDate","Invoice Date","تاريخ الفاتورة"
"sales.invoices.invoiceDeleteError","Failed to delete invoice","فشل في حذف الفاتورة"
"sales.invoices.invoiceDeletedSuccess","Invoice deleted","تم حذف الفاتورة بنجاح"
"sales.invoices.invoiceDuplicated","Invoice duplicated","تم نسخ الفاتورة"
"sales.invoices.invoiceDuplicatedDesc","A copy of the invoice has been created.","تم إنشاء نسخة من الفاتورة"
"sales.invoices.invoiceNumber","Invoice #","رقم الفاتورة"
"sales.invoices.invoiceSent","Invoice sent","تم إرسال الفاتورة"
"sales.invoices.invoiceSentDesc","The invoice has been sent to the customer.","تم إرسال الفاتورة إلى العميل"
"sales.invoices.items","Items","البنود"
"sales.invoices.loadFailedTryAgain","Failed to load invoices. Please try again.","فشل في تحميل الفواتير. يرجى المحاولة مرة أخرى."
"sales.invoices.markAsPaid","Mark as Paid","تمييز كمدفوعة"
"sales.invoices.noInvoicesFound","No invoices found","لم يتم العثور على فواتير"
"sales.invoices.notes","Notes","ملاحظات"
"sales.invoices.outstanding","Outstanding","المبلغ المستحق"
"sales.invoices.overdue","Overdue","متأخرة"
"sales.invoices.overdueInvoices","Overdue Invoices","الفواتير المتأخرة"
"sales.invoices.paid","Paid","مدفوعة"
"sales.invoices.paidAmount","Paid Amount","المبلغ المدفوع"
"sales.invoices.paidInvoices","Paid Invoices","الفواتير المدفوعة"
"sales.invoices.partially_paid","Partially Paid","مدفوع جزئياً"
"sales.invoices.saveFailed","Failed to save draft","فشل في حفظ المسودة"
"sales.invoices.selectCustomer","Select customer","اختر العميل"
"sales.invoices.sendEmail","Send Email","إرسال بريد إلكتروني"
"sales.invoices.sendFailed","Failed to send invoice","فشل في إرسال الفاتورة"
"sales.invoices.sent","Invoice sent","مرسلة"
"sales.invoices.status","Status","الحالة"
"sales.invoices.subtotal","Subtotal","المجموع الفرعي"
"sales.invoices.tax","Tax","الضريبة"
"sales.invoices.termsConditions","Terms & Conditions","الشروط والأحكام"
"sales.invoices.title","Invoices","فواتير المبيعات"
"sales.invoices.toCollect","To collect","للتحصيل"
"sales.invoices.total","Total","الإجمالي"
"sales.invoices.totalInvoices","Total Invoices","إجمالي الفواتير"
"sales.invoices.unpaidInvoices","Unpaid Invoices","الفواتير غير المدفوعة"
"sales.orders.addOrder","New Order","طلب جديد"
"sales.orders.allOrders","All Orders","جميع الطلبات"
"sales.orders.cancelOrder","Cancel Order","إلغاء الطلب"
"sales.orders.completed","Completed","مكتمل"
"sales.orders.confirmCancel","Are you sure you want to cancel this order?","هل أنت متأكد من إلغاء هذا الطلب؟"
"sales.orders.confirmConvert","Are you sure you want to convert this order to an invoice?","هل أنت متأكد من تحويل هذا الطلب إلى فاتورة؟"
"sales.orders.confirmed","Confirmed","مؤكد"
"sales.orders.convertToInvoice","Convert to Invoice","تحويل إلى فاتورة"
"sales.orders.createInvoice","Create Invoice","إنشاء فاتورة"
"sales.orders.delivered","Delivered","تم التسليم"
"sales.orders.deliveryDate","Delivery Date","تاريخ التسليم"
"sales.orders.description","Manage customer orders and deliveries","إدارة طلبات العملاء والتسليمات"
"sales.orders.descriptionShort","Manage sales orders","إدارة طلبات العملاء"
"sales.orders.editOrder","Edit Order","تعديل طلب"
"sales.orders.fulfilled","Fulfilled","منفذ"
"sales.orders.inProgress","In progress","قيد التنفيذ"
"sales.orders.invoiceCreated","Invoice created","تم إنشاء الفاتورة"
"sales.orders.markAsShipped","Mark as Shipped","وضع علامة مشحون"
"sales.orders.noOrdersFound","No orders found","لم يتم العثور على طلبات"
"sales.orders.onTheWay","On the way","في الطريق"
"sales.orders.orderCancelled","Order cancelled","تم إلغاء الطلب"
"sales.orders.orderCancelledSuccess","The order has been cancelled.","تم إلغاء الطلب بنجاح."
"sales.orders.orderConvertedSuccess","Order converted to invoice","تم تحويل طلب البيع إلى فاتورة بنجاح."
"sales.orders.orderCreateError","Failed to create order","فشل في إنشاء الطلب"
"sales.orders.orderCreatedSuccess","Sales order created","تم إنشاء طلب البيع بنجاح."
"sales.orders.orderDate","Order Date","تاريخ الطلب"
"sales.orders.orderNumber","Order #","رقم الطلب"
"sales.orders.orderShipped","Order shipped","تم شحن الطلب"
"sales.orders.orderShippedSuccess","Order status updated to shipped","تم تحديث حالة الطلب إلى مشحون."
"sales.orders.orderValue","Order Value","قيمة الطلب"
"sales.orders.paymentStatus","Payment Status","حالة الدفع"
"sales.orders.pending","Pending","قيد الانتظار"
"sales.orders.pendingOrders","Pending orders","طلبات معلقة"
"sales.orders.processing","Processing","قيد المعالجة"
"sales.orders.processingOrders","Processing orders","طلبات قيد المعالجة"
"sales.orders.shipped","Shipped","تم الشحن"
"sales.orders.shippedOrders","Shipped orders","طلبات مشحونة"
"sales.orders.title","Sales Orders","طلبات المبيعات"
"sales.orders.toProcess","To process","للمعالجة"
"sales.orders.totalOrders","Total Orders","إجمالي الطلبات"
"sales.orders.totalRevenue","Total Revenue","إجمالي الإيرادات"
"sales.orders.unfulfilled","Unfulfilled","غير منفذ"
"sales.processing","processing","قيد المعالجة"
"sales.quotations.acceptanceRate","Acceptance Rate","نسبة القبول"
"sales.quotations.accepted","Accepted","مقبول"
"sales.quotations.acceptedQuotations","Accepted quotations","العروض المقبولة"
"sales.quotations.addQuotation","New Quotation","عرض سعر جديد"
"sales.quotations.averageValue","Average Value","متوسط القيمة"
"sales.quotations.confirmConvert","Are you sure you want to convert this quotation to an invoice?","هل أنت متأكد من تحويل عرض السعر هذا إلى فاتورة؟"
"sales.quotations.confirmDelete","Are you sure you want to delete this quotation?","هل أنت متأكد من حذف عرض السعر هذا؟"
"sales.quotations.convertToInvoice","Convert to Invoice","تحويل إلى فاتورة"
"sales.quotations.convertToOrder","Convert to Order","تحويل إلى طلب"
"sales.quotations.convertedToInvoice","Converted to Invoice","تم التحويل إلى فاتورة"
"sales.quotations.description","Create and manage customer quotations","إنشاء وإدارة عروض الأسعار للعملاء"
"sales.quotations.editQuotation","Edit Quotation","تعديل عرض سعر"
"sales.quotations.expired","Expired","منتهي"
"sales.quotations.expiryDate","Expiry Date","تاريخ الانتهاء"
"sales.quotations.noQuotationsFound","No quotations found","لم يتم العثور على عروض أسعار"
"sales.quotations.perQuotation","Per quotation","لكل عرض سعر"
"sales.quotations.potentialRevenue","Potential Revenue","إيرادات محتملة"
"sales.quotations.quotationConvertError","Failed to convert quotation","فشل في تحويل عرض السعر"
"sales.quotations.quotationConvertedSuccess","Quotation converted to invoice","تم تحويل عرض السعر إلى فاتورة بنجاح."
"sales.quotations.quotationCreateError","Failed to create quotation","فشل في إنشاء عرض السعر"
"sales.quotations.quotationCreatedSuccess","Quotation created","تم إنشاء عرض السعر بنجاح."
"sales.quotations.quotationDate","Quotation Date","تاريخ العرض"
"sales.quotations.quotationDeleteError","Failed to delete quotation","فشل في حذف عرض السعر"
"sales.quotations.quotationDeletedSuccess","Quotation deleted","تم حذف عرض السعر بنجاح."
"sales.quotations.quotationDuplicated","Quotation duplicated","تم نسخ عرض السعر"
"sales.quotations.quotationDuplicatedDescription","A copy of the quotation has been created.","تم إنشاء نسخة من عرض السعر."
"sales.quotations.quotationNumber","Quotation #","رقم عرض السعر"
"sales.quotations.quotationSent","Quotation sent","تم إرسال عرض السعر"
"sales.quotations.quotationSentSuccess","The quotation has been sent to the customer.","تم إرسال عرض السعر إلى العميل."
"sales.quotations.quoteNumber","Quote #","رقم العرض"
"sales.quotations.rejected","Rejected","مرفوض"
"sales.quotations.title","Quotations","عروض الأسعار"
"sales.quotations.totalQuotations","Total Quotations","إجمالي العروض"
"sales.quotations.validUntil","Valid Until","صالح حتى"
"sales.recurringInvoices.activateTemplate","Activate Template","تنشيط"
"sales.recurringInvoices.active","Active","نشط"
"sales.recurringInvoices.activeTemplates","Active Templates","القوالب النشطة"
"sales.recurringInvoices.addRecurringInvoice","New Recurring Invoice","فاتورة متكررة جديدة"
"sales.recurringInvoices.addTemplate","Add Template","إضافة قالب"
"sales.recurringInvoices.createTemplate","Create Template","إنشاء قالب متكرر"
"sales.recurringInvoices.daily","Daily","يومي"
"sales.recurringInvoices.description","Manage recurring invoice templates and schedules","إدارة قوالب الفواتير المتكررة والجداول الزمنية"
"sales.recurringInvoices.descriptionShort","Manage recurring invoices","إدارة قوالب الفواتير"
"sales.recurringInvoices.editTemplate","Edit Template","تعديل قالب"
"sales.recurringInvoices.endDate","End Date","تاريخ الانتهاء"
"sales.recurringInvoices.expiredTemplates","","قوالب منتهية"
"sales.recurringInvoices.frequency","Frequency","التكرار"
"sales.recurringInvoices.invoicesSent","invoices sent","الفواتير المرسلة"
"sales.recurringInvoices.monthly","Monthly","شهري"
"sales.recurringInvoices.nextInvoice","Next Invoice","الفاتورة التالية"
"sales.recurringInvoices.nextInvoiceDate","Next Invoice Date","تاريخ الفاتورة التالية"
"sales.recurringInvoices.noRecurringInvoicesFound","No recurring invoices found","لم يتم العثور على فواتير متكررة"
"sales.recurringInvoices.pauseTemplate","Pause Template","إيقاف مؤقت"
"sales.recurringInvoices.paused","Paused","موقوف مؤقتاً"
"sales.recurringInvoices.pausedTemplates","","قوالب موقوفة"
"sales.recurringInvoices.paymentTerms","Payment Terms","شروط الدفع (أيام)"
"sales.recurringInvoices.quarterly","Quarterly","ربع سنوي"
"sales.recurringInvoices.recurringInvoiceCreateError","Failed to create recurring invoice","فشل في إنشاء الفاتورة المتكررة"
"sales.recurringInvoices.recurringInvoiceCreatedSuccess","Recurring invoice created","تم إنشاء قالب الفاتورة المتكررة بنجاح."
"sales.recurringInvoices.recurringInvoiceStatusChanged","Status changed","تم تغيير حالة الفاتورة المتكررة"
"sales.recurringInvoices.startDate","Start Date","تاريخ البدء"
"sales.recurringInvoices.templateActivatedSuccess","Template activated","تم تنشيط القالب بنجاح."
"sales.recurringInvoices.templateName","Template Name","اسم القالب"
"sales.recurringInvoices.templatePausedSuccess","Template paused","تم إيقاف القالب مؤقتاً."
"sales.recurringInvoices.title","Recurring Invoices","الفواتير المتكررة"
"sales.recurringInvoices.totalRecurring","Total Recurring","إجمالي المتكررة"
"sales.recurringInvoices.totalTemplates","Total Templates","إجمالي القوالب"
"sales.recurringInvoices.weekly","Weekly","أسبوعي"
"sales.recurringInvoices.yearly","Yearly","سنوي"
"sales.shipped","shipped","مشحون"
"sales.unfulfilled","unfulfilled","غير محقق"
"settings.ai.addProvider","Add Provider","إضافة مزود"
"settings.ai.chooseDefaultModel","Choose default model","اختر النموذج الافتراضي"
"settings.ai.chooseEmbeddingsModel","Choose embeddings model","اختر نموذج التضمينات"
"settings.ai.chooseVisionModel","Choose vision model","اختر نموذج الرؤية"
"settings.ai.configuredProviders","Configured Providers","المزودون المكونون"
"settings.ai.configuredProvidersDesc","Manage your AI service connections.","إدارة اتصالات خدمة الذكاء الاصطناعي."
"settings.ai.defaultModel","Default Model","النموذج الافتراضي"
"settings.ai.description","Configure AI providers and models for automated tasks.","تكوين مزودي ونماذج الذكاء الاصطناعي للمهام الآلية."
"settings.ai.editProvider","Edit Provider","تعديل المزود"
"settings.ai.embeddingsModel","Embeddings Model","نموذج التضمينات"
"settings.ai.enterApiKey","Enter API Key","أدخل مفتاح API"
"settings.ai.enterBaseUrl","Enter base URL (optional)","أدخل الرابط الأساسي (اختياري)"
"settings.ai.enterLabel","Enter a label (optional)","أدخل تسمية (اختياري)"
"settings.ai.enterOrgId","Enter Organization ID (optional)","أدخل معرف المنظمة (اختياري)"
"settings.ai.failedToDelete","Failed to delete provider","فشل في الحذف"
"settings.ai.failedToLoadModels","Failed to load models","فشل في تحميل النماذج"
"settings.ai.failedToSaveProvider","Failed to save provider","فشل في حفظ المزود"
"settings.ai.formHelp","Enter the details for your AI provider.","أدخل تفاصيل مزود الذكاء الاصطناعي."
"settings.ai.keyHint","Keys are stored server-side and never exposed fully in the browser.","يتم تخزين المفاتيح على الخادم ولا تُكشف بالكامل في المتصفح."
"settings.ai.loadModels","Load Models","تحميل النماذج"
"settings.ai.providerDeleted","Provider deleted","تم حذف المزود"
"settings.ai.selectModel","Select a model","اختر نموذج"
"settings.ai.selectProvider","Select a provider","اختر مزود"
"settings.ai.title","AI Settings","إعدادات الذكاء الاصطناعي"
"settings.ai.visionModel","Vision Model","نموذج الرؤية"
"settings.company.address","Street Address","عنوان الشارع"
"settings.company.city","City","المدينة"
"settings.company.country","Country","الدولة"
"settings.company.description","Manage your company details and branding","إدارة تفاصيل الشركة والعلامة التجارية"
"settings.company.email","Email Address","عنوان البريد الإلكتروني"
"settings.company.logo","Company Logo","شعار الشركة"
"settings.company.logoHelp","Upload a square logo for best results (PNG, JPG)","ارفع شعاراً مربعاً للحصول على أفضل النتائج (PNG, JPG)"
"settings.company.name","Company Name","اسم الشركة"
"settings.company.phone","Phone Number","رقم الهاتف"
"settings.company.taxId","Tax ID / VAT Number","الرقم الضريبي / رقم ضريبة القيمة المضافة"
"settings.company.title","Company Profile","ملف الشركة"
"settings.company.uploadLogo","Upload Logo","رفع الشعار"
"settings.company.zip","Zip / Postal Code","الرمز البريدي"
"settings.companyInformation","Company Information","معلومات الشركة"
"settings.companyLogo","Company Logo","شعار الشركة"
"settings.companyName","Company Name","اسم الشركة"
"settings.consentDialog.agreeToPrivacy","Your data privacy and security are protected under our Privacy Policy","خصوصية وأمان بياناتك محمية بموجب سياسة الخصوصية الخاصة بنا"
"settings.consentDialog.byAccepting","By accepting, you acknowledge that:","بالقبول، أنت تقر بأن:"
"settings.consentDialog.consultAccountant","We recommend consulting with certified accountants for tax and compliance matters","نوصي بالتشاور مع محاسبين معتمدين للأمور الضريبية والامتثال"
"settings.consentDialog.limitedLiability","Our Terms of Service outline service provisions and user responsibilities","شروط الخدمة لدينا تحدد أحكام الخدمة ومسؤوليات المستخدم"
"settings.consentDialog.responsibleForData","Users maintain full responsibility for data accuracy and business decisions","يتحمل المستخدمون المسؤولية الكاملة عن دقة البيانات وقرارات الأعمال"
"settings.consentDialog.toolNotAdvice","Log & Ledger Pro is a comprehensive accounting and financial management platform","Log & Ledger Pro هو منصة محاسبة وإدارة مالية شاملة"
"settings.currencies.AED","UAE Dirham","الدرهم الإماراتي"
"settings.currencies.AFN","Afghan Afghani","الأفغاني الأفغانستاني"
"settings.currencies.ALL","Albanian Lek","الليك الألباني"
"settings.currencies.ARS","Argentine Peso","بيزو أرجنتيني"
"settings.currencies.AUD","Australian Dollar","الدولار الأسترالي"
"settings.currencies.BAM","Bosnia-Herzegovina Convertible Mark","مارك البوسنة والهرسك"
"settings.currencies.BDT","Bangladeshi Taka","التاكا البنغلاديشية"
"settings.currencies.BGN","Bulgarian Lev","الليف البلغاري"
"settings.currencies.BHD","Bahraini Dinar","الدينار البحريني"
"settings.currencies.BOB","Boliviano","بوليفيانو"
"settings.currencies.BRL","Brazilian Real","ريال برازيلي"
"settings.currencies.BTN","Bhutanese Ngultrum","نغولتروم البوتاني"
"settings.currencies.BWP","Botswana Pula","بولا بوتسواني"
"settings.currencies.BYN","Belarusian Ruble","الروبل البيلاروسي"
"settings.currencies.CAD","Canadian Dollar","الدولار الكندي"
"settings.currencies.CHF","Swiss Franc","الفرنك السويسري"
"settings.currencies.CLP","Chilean Peso","بيزو تشيلي"
"settings.currencies.CNY","Chinese Yuan","اليوان الصيني"
"settings.currencies.COP","Colombian Peso","بيزو كولومبي"
"settings.currencies.CZK","Czech Koruna","الكرونة التشيكية"
"settings.currencies.DKK","Danish Krone","الكرونة الدنماركية"
"settings.currencies.DZD","Algerian Dinar","الدينار الجزائري"
"settings.currencies.EGP","Egyptian Pound","الجنيه المصري"
"settings.currencies.ETB","Ethiopian Birr","بر إثيوبي"
"settings.currencies.EUR","Euro","اليورو"
"settings.currencies.GBP","British Pound","الجنيه البريطاني"
"settings.currencies.GHS","Ghanaian Cedi","السيدي الغاني"
"settings.currencies.GYD","Guyana Dollar","دولار غياني"
"settings.currencies.HRK","Croatian Kuna","الكونا الكرواتية"
"settings.currencies.HUF","Hungarian Forint","الفورنت المجري"
"settings.currencies.IDR","Indonesian Rupiah","الروبية الإندونيسية"
"settings.currencies.ILS","Israeli New Shekel","الشيكل الإسرائيلي"
"settings.currencies.INR","Indian Rupee","الروبية الهندية"
"settings.currencies.IQD","Iraqi Dinar","الدينار العراقي"
"settings.currencies.IRR","Iranian Rial","الريال الإيراني"
"settings.currencies.ISK","Icelandic Króna","الكرونة الآيسلندية"
"settings.currencies.JOD","Jordanian Dinar","الدينار الأردني"
"settings.currencies.JPY","Japanese Yen","الين الياباني"
"settings.currencies.KES","Kenyan Shilling","الشلن الكيني"
"settings.currencies.KGS","Kyrgyzstani Som","السوم القرغيزستاني"
"settings.currencies.KHR","Cambodian Riel","الريال الكمبودي"
"settings.currencies.KRW","South Korean Won","الوون الكوري الجنوبي"
"settings.currencies.KWD","Kuwaiti Dinar","الدينار الكويتي"
"settings.currencies.KZT","Kazakhstani Tenge","التنغي الكازاخستاني"
"settings.currencies.LAK","Lao Kip","الكيب اللاوسي"
"settings.currencies.LBP","Lebanese Pound","الليرة اللبنانية"
"settings.currencies.LKR","Sri Lankan Rupee","الروبية السريلانكية"
"settings.currencies.LSL","Lesotho Loti","لوتي ليسوتي"
"settings.currencies.LYD","Libyan Dinar","الدينار الليبي"
"settings.currencies.MAD","Moroccan Dirham","الدرهم المغربي"
"settings.currencies.MDL","Moldovan Leu","الليو المولدوفي"
"settings.currencies.MKD","Macedonian Denar","الدينار المقدوني"
"settings.currencies.MMK","Myanmar Kyat","الكيات الميانماري"
"settings.currencies.MNT","Mongolian Tögrög","التوغريك المنغولي"
"settings.currencies.MXN","Mexican Peso","بيزو مكسيكي"
"settings.currencies.MYR","Malaysian Ringgit","الرينغيت الماليزي"
"settings.currencies.MZN","Mozambican Metical","ميتيكال موزمبيقي"
"settings.currencies.NAD","Namibian Dollar","دولار ناميبي"
"settings.currencies.NGN","Nigerian Naira","النايرا النيجيرية"
"settings.currencies.NOK","Norwegian Krone","الكرونة النرويجية"
"settings.currencies.NPR","Nepalese Rupee","الروبية النيبالية"
"settings.currencies.NZD","New Zealand Dollar","الدولار النيوزيلندي"
"settings.currencies.OMR","Omani Rial","الريال العماني"
"settings.currencies.PEN","Peruvian Sol","سول بيروفي"
"settings.currencies.PHP","Philippine Peso","البيزو الفلبيني"
"settings.currencies.PKR","Pakistani Rupee","الروبية الباكستانية"
"settings.currencies.PLN","Polish Złoty","الزلوتي البولندي"
"settings.currencies.PYG","Paraguayan Guaraní","غواراني باراغواي"
"settings.currencies.QAR","Qatari Riyal","الريال القطري"
"settings.currencies.RON","Romanian Leu","الليو الروماني"
"settings.currencies.RSD","Serbian Dinar","الدينار الصربي"
"settings.currencies.RUB","Russian Ruble","الروبل الروسي"
"settings.currencies.RWF","Rwandan Franc","فرنك رواندي"
"settings.currencies.SAR","Saudi Riyal","الريال السعودي"
"settings.currencies.SDG","Sudanese Pound","الجنيه السوداني"
"settings.currencies.SEK","Swedish Krona","الكرونة السويدية"
"settings.currencies.SGD","Singapore Dollar","الدولار السنغافوري"
"settings.currencies.SRD","Suriname Dollar","دولار سورينامي"
"settings.currencies.SYP","Syrian Pound","الليرة السورية"
"settings.currencies.SZL","Swazi Lilangeni","ليلانجيني سوازيلاندي"
"settings.currencies.THB","Thai Baht","البات التايلاندي"
